#,Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
1159,2022,Sam Hilliard,COL,70,200,2,26,14,5,11.50%,28.50%,0.08,0.256,0.184,0.28,0.264,0.251,,44,1.8,-11.3,-1.1,-0.6
1160,2022,Jose Rojas,LAA,22,57,0,1,1,0,0.00%,33.30%,0.036,0.189,0.125,0.14,0.161,0.134,,-24,-0.3,-8.3,0.8,-0.6
1161,2022,Kevin Padlo,3 Tms,13,34,0,0,3,0,2.90%,29.40%,0.03,0.174,0.121,0.147,0.152,0.135,,-13,-0.3,-5,-1.8,-0.6
1162,2023,Darick Hall,PHI,18,56,1,2,3,0,3.60%,32.10%,0.074,0.229,0.167,0.196,0.241,0.193,,14,-0.6,-6.5,-1.4,-0.6
1163,2023,Juan Yepez,STL,28,65,2,5,2,0,6.20%,30.80%,0.117,0.237,0.183,0.246,0.3,0.243,,51,-1.1,-5.1,-3.1,-0.6
1164,2022,Alex Kirilloff,MIN,45,156,3,14,21,0,3.20%,23.10%,0.111,0.308,0.25,0.29,0.361,0.286,,86,-2,-4.5,-6.2,-0.6
1165,2023,Jackie Bradley Jr.,KCR,43,113,1,10,6,0,4.40%,25.70%,0.076,0.173,0.133,0.188,0.21,0.18,,2,0.4,-12.9,3,-0.6
1166,2023,Josh Harrison,PHI,41,114,2,8,10,0,2.60%,17.50%,0.087,0.229,0.204,0.263,0.291,0.248,,51,0,-6.9,-3.1,-0.6
1167,2022,Stephen Vogt,OAK,70,191,7,18,23,1,8.90%,24.10%,0.161,0.168,0.161,0.241,0.321,0.249,,63,0,-7.9,-4,-0.6
1168,2022,Jared Walsh,LAA,118,454,15,41,44,2,5.90%,30.40%,0.158,0.281,0.215,0.269,0.374,0.278,,77,-0.7,-12.2,-8.1,-0.6
1169,2022,Charlie Culberson,TEX,70,124,2,19,12,2,4.00%,25.00%,0.104,0.329,0.252,0.283,0.357,0.281,,79,-1.1,-4,-5.8,-0.6
1170,2023,Matt Mervis,CHC,27,99,3,8,11,0,8.10%,32.30%,0.122,0.218,0.167,0.242,0.289,0.239,,46,-0.8,-7.5,-2.2,-0.6
1171,2022,Jason Castro,HOU,34,88,1,6,3,1,9.10%,45.50%,0.064,0.211,0.115,0.205,0.179,0.183,,13,0.3,-8.3,-0.5,-0.6
1172,2022,Billy McKinney,OAK,23,57,1,3,4,0,7.00%,28.10%,0.077,0.111,0.096,0.158,0.173,0.144,,-11,-2.1,-9.2,1.4,-0.6
1173,2022,Chris Owings,BAL,27,68,0,6,0,1,14.70%,35.30%,0.036,0.188,0.107,0.254,0.143,0.204,,29,-0.8,-6.2,-2.1,-0.6
1174,2022,Travis Shaw,BOS,7,19,0,0,0,0,0.00%,36.80%,0,0,0,0,0,0,,-100,0.1,-4.7,-2,-0.6
1175,2022,Cal Mitchell,PIT,69,232,5,21,17,3,7.80%,22.40%,0.123,0.276,0.226,0.286,0.349,0.281,,78,1.1,-4.9,-9,-0.6
1176,2023,José Abreu,HOU,141,594,18,62,90,0,7.10%,21.90%,0.146,0.276,0.237,0.296,0.383,0.295,,86,-4.1,-13.8,-12.9,-0.6
1177,2023,Oswaldo Cabrera,NYY,115,330,5,35,29,8,7.60%,21.80%,0.087,0.26,0.211,0.275,0.299,0.256,,60,1.4,-14.3,-3.4,-0.6
1178,2022,Donovan Walton,2 Tms,25,78,1,9,8,0,1.30%,20.50%,0.145,0.186,0.158,0.179,0.303,0.208,,33,-0.5,-6.6,-2.2,-0.6
1179,2023,Tomás Nido,NYM,22,61,0,5,1,0,3.30%,29.50%,0,0.179,0.125,0.153,0.125,0.128,,-24,-0.2,-9.6,0.9,-0.7
1180,2022,Frank Schwindel,CHC,75,292,8,23,36,0,6.50%,19.90%,0.129,0.261,0.229,0.277,0.358,0.278,,78,-2.5,-10,-6.2,-0.7
1181,2023,Vaughn Grissom,ATL,23,80,0,5,9,0,2.50%,18.80%,0.067,0.344,0.28,0.313,0.347,0.289,,78,-1.4,-3.6,-5.8,-0.7
1182,2023,Lenyn Sosa,CHW,52,173,6,12,14,0,2.90%,23.10%,0.146,0.227,0.201,0.224,0.348,0.241,,47,-1.1,-12,-0.6,-0.7
1183,2022,Michael Chavis,PIT,129,426,14,39,49,1,4.50%,29.60%,0.16,0.294,0.229,0.265,0.389,0.282,,78,0.3,-10.4,-10.5,-0.7
1184,2023,Corey Dickerson,WSN,50,152,2,12,17,0,4.60%,18.40%,0.104,0.296,0.25,0.283,0.354,0.277,,70,-2.3,-7.8,-4.2,-0.7
1185,2022,Darin Ruf,2 Tms,119,388,11,52,45,2,11.60%,27.10%,0.135,0.258,0.204,0.307,0.338,0.291,,90,0.2,-4.3,-15.3,-0.7
1186,2023,Korey Lee,CHW,24,70,1,4,3,0,7.10%,28.60%,0.062,0.091,0.077,0.143,0.138,0.134,,-27,0.2,-10.4,1.1,-0.7
1187,2023,Jose Herrera,ARI,43,120,0,15,7,1,10.80%,25.00%,0.05,0.292,0.208,0.296,0.257,0.256,,56,-1.1,-7.6,-3.4,-0.7
1188,2022,Matt Beaty,SDP,20,47,0,6,1,0,4.30%,17.00%,0.07,0.114,0.093,0.17,0.163,0.158,,0,-0.3,-5.8,-2.6,-0.7
1189,2023,Tyler Stephenson,CIN,142,517,13,59,56,0,9.10%,26.10%,0.135,0.314,0.243,0.317,0.378,0.305,,85,-5.7,-15.6,-9.2,-0.7
1190,2022,Lewin Díaz,MIA,58,174,5,12,11,1,6.30%,31.00%,0.119,0.214,0.169,0.224,0.288,0.228,,42,-0.6,-12.3,-0.4,-0.7
1191,2022,Cooper Hummel,ARI,66,201,3,20,17,4,11.40%,31.80%,0.131,0.255,0.176,0.274,0.307,0.262,,66,0.1,-7.8,-5.9,-0.7
1192,2022,Avisaíl García,MIA,98,380,8,31,35,4,4.50%,28.70%,0.092,0.298,0.224,0.266,0.317,0.258,,63,-1.2,-17.5,-2.3,-0.7
1193,2022,Phil Gosselin,2 Tms,34,77,0,6,2,0,2.60%,31.20%,0.027,0.22,0.149,0.182,0.176,0.163,,-4,-1.6,-10.6,1.2,-0.7
1194,2022,Abraham Toro,SEA,109,352,10,36,35,2,6.30%,18.50%,0.139,0.198,0.185,0.239,0.324,0.246,,61,-1.1,-16.5,-1.7,-0.7
1195,2022,Maikel Franco,WSN,103,388,9,31,39,1,3.10%,19.30%,0.113,0.262,0.229,0.255,0.342,0.261,,65,-3.6,-19.5,-0.8,-0.8
1196,2023,AJ Pollock,2 Tms,54,144,5,15,15,0,6.30%,22.20%,0.143,0.173,0.165,0.215,0.308,0.227,,43,-0.5,-10.4,-2.1,-0.8
1197,2023,Masyn Winn,STL,37,137,2,8,12,2,7.30%,19.00%,0.066,0.196,0.172,0.23,0.238,0.211,,29,0.6,-11.5,-0.8,-0.8
1198,2022,Nick Castellanos,PHI,136,558,13,56,62,7,5.20%,23.30%,0.126,0.326,0.263,0.305,0.389,0.304,,94,-2.8,-6.5,-19.6,-0.8
1199,2022,Jacob Stallings,MIA,114,384,4,25,34,0,7.60%,21.60%,0.069,0.28,0.223,0.292,0.292,0.265,,68,-5.3,-19.6,-0.6,-0.8
1200,2022,Tommy La Stella,SFG,60,195,2,17,14,0,5.60%,15.40%,0.111,0.272,0.239,0.282,0.35,0.277,,80,-1.2,-5.7,-8.2,-0.8
1201,2023,Trey Mancini,CHC,79,263,4,31,28,0,8.00%,29.70%,0.102,0.327,0.234,0.299,0.336,0.28,,74,-1.8,-10.4,-6.3,-0.8
1202,2023,Jacob Stallings,MIA,89,276,3,22,20,0,9.80%,24.30%,0.095,0.249,0.191,0.278,0.286,0.256,,57,-5.7,-20.5,3.3,-0.8
1203,2023,Austin Barnes,LAD,59,200,2,15,11,2,8.50%,21.50%,0.062,0.222,0.18,0.256,0.242,0.229,,41,-1.9,-16.5,1.8,-0.8
1204,2022,Michael Papierski,2 Tms,39,103,1,7,4,0,9.70%,25.20%,0.044,0.188,0.143,0.228,0.187,0.197,,18,-1.1,-10.9,0,-0.8
1205,2022,Cole Tucker,PIT,18,63,0,3,2,1,0.00%,39.70%,0.048,0.289,0.175,0.175,0.222,0.172,,3,0.6,-6.5,-3.1,-0.8
1206,2023,Wil Myers,CIN,37,141,3,11,12,2,8.50%,34.00%,0.094,0.273,0.189,0.257,0.283,0.243,,43,0.4,-9.6,-3.1,-0.8
1207,2023,Miguel Cabrera,DET,98,370,4,21,34,0,8.40%,20.00%,0.096,0.317,0.257,0.322,0.353,0.299,,88,-4.9,-10.2,-10.2,-0.8
1208,2023,David Hensley,HOU,30,94,1,12,3,1,10.60%,37.20%,0.048,0.188,0.119,0.213,0.167,0.184,,9,0.4,-9.9,-1.3,-0.8
1209,2023,Pavin Smith,ARI,69,228,7,26,30,1,15.40%,19.70%,0.136,0.209,0.188,0.317,0.325,0.293,,81,-0.6,-5.9,-9.9,-0.8
1210,2022,Nelson Cruz,WSN,124,507,10,50,64,4,9.70%,23.50%,0.103,0.295,0.234,0.313,0.337,0.292,,86,-3.1,-11.5,-13.3,-0.8
1211,2022,Joey Votto,CIN,91,376,11,31,41,0,11.70%,25.80%,0.165,0.257,0.205,0.319,0.37,0.31,,93,-4.1,-6.9,-13.4,-0.8
1212,2023,Nate Eaton,KCR,28,56,0,2,1,3,3.60%,37.50%,0,0.125,0.075,0.125,0.075,0.101,,-53,0.9,-9.3,-0.7,-0.8
1213,2023,Danny Mendick,NYM,35,69,1,4,4,1,5.80%,21.70%,0.092,0.224,0.185,0.232,0.277,0.226,,41,-0.9,-5.9,-4.5,-0.8
1214,2023,Jose Miranda,MIN,40,152,3,12,13,0,5.90%,15.80%,0.092,0.235,0.211,0.263,0.303,0.252,,57,-1.5,-9.3,-4,-0.8
1215,2023,Joey Wendle,MIA,112,318,2,33,20,7,4.10%,21.10%,0.094,0.264,0.212,0.248,0.306,0.242,,47,0.2,-20.7,1.6,-0.8
1216,2023,Jesse Winker,MIL,61,197,1,16,23,0,13.20%,25.90%,0.048,0.278,0.199,0.32,0.247,0.269,,65,-1.4,-9.9,-5.2,-0.8
1217,2023,Giancarlo Stanton,NYY,101,415,24,43,60,0,9.90%,29.90%,0.229,0.21,0.191,0.275,0.42,0.297,,89,-5.2,-10.8,-11.7,-0.8
1218,2022,Kurt Suzuki,LAA,51,159,4,10,15,0,9.40%,18.20%,0.115,0.194,0.18,0.266,0.295,0.254,,60,-2.4,-9.5,-3.6,-0.8
1219,2023,Elehuris Montero,COL,85,307,11,40,39,0,4.90%,36.20%,0.183,0.352,0.243,0.29,0.426,0.306,,76,-0.3,-9.5,-9.5,-0.9
1220,2023,Jared Walsh,LAA,39,116,4,10,11,0,9.50%,38.80%,0.154,0.164,0.125,0.216,0.279,0.222,,33,0,-9.3,-3.4,-0.9
1221,2022,Jermaine Palacios,MIN,30,77,2,8,6,0,5.20%,35.10%,0.086,0.186,0.143,0.184,0.229,0.184,,14,0.1,-7.4,-3.4,-0.9
1222,2023,Rodolfo Castro,2 Tms,92,256,6,21,24,1,9.00%,28.90%,0.11,0.284,0.211,0.297,0.322,0.277,,69,-3.8,-13.5,-4.1,-0.9
1223,2023,Eduardo Escobar,2 Tms,100,309,6,32,31,2,5.80%,25.20%,0.118,0.286,0.226,0.269,0.344,0.267,,66,-1.2,-14,-5.5,-0.9
1224,2023,Alec Burleson,STL,107,347,8,34,36,3,6.60%,13.00%,0.146,0.261,0.244,0.3,0.39,0.3,,89,-4.7,-9.5,-11.4,-0.9
1225,2022,Miguel Sanó,MIN,20,71,1,1,3,1,12.70%,35.20%,0.05,0.114,0.083,0.211,0.133,0.176,,9,-0.8,-8,-2.8,-0.9
1226,2023,Kolten Wong,2 Tms,87,250,4,25,27,3,7.20%,21.20%,0.08,0.218,0.183,0.256,0.263,0.236,,48,-0.4,-15.9,-1.8,-0.9
1227,2023,Jordan Diaz,OAK,90,293,10,20,27,0,5.80%,23.50%,0.143,0.258,0.221,0.273,0.364,0.278,,78,-3.2,-10.8,-8.3,-0.9
1228,2023,Mark Vientos,NYM,65,233,9,19,22,1,4.30%,30.50%,0.156,0.264,0.211,0.253,0.367,0.267,,69,-2.2,-11.2,-5.9,-0.9
1229,2023,Rowdy Tellez,MIL,106,351,13,26,47,0,10.00%,24.50%,0.161,0.249,0.215,0.291,0.376,0.288,,78,-4,-13.5,-7.7,-0.9
1230,2022,Seth Beer,ARI,38,126,1,4,9,0,8.70%,24.60%,0.054,0.25,0.189,0.278,0.243,0.239,,50,-1.9,-9.2,-3.9,-0.9
1231,2022,Yuli Gurriel,HOU,146,584,8,53,53,8,5.10%,12.50%,0.117,0.266,0.242,0.288,0.36,0.285,,85,-0.8,-10.8,-16.6,-0.9
1232,2023,Austin Nola,SDP,52,154,1,9,8,0,11.70%,20.10%,0.046,0.184,0.146,0.26,0.192,0.22,,38,-0.4,-12.3,-2.6,-1
1233,2022,Ernie Clement,2 Tms,70,179,0,19,6,0,6.10%,14.50%,0.025,0.217,0.184,0.243,0.209,0.209,,33,-1.2,-14.6,-0.2,-1
1234,2023,Jordyn Adams,LAA,17,40,0,1,1,1,0.00%,40.00%,0,0.208,0.128,0.125,0.128,0.11,,-44,-0.6,-7.5,-3.5,-1
1235,2023,Henry Davis,PIT,62,255,7,27,24,3,9.80%,27.10%,0.138,0.273,0.213,0.302,0.351,0.287,,76,-2.1,-9.5,-8.9,-1
1236,2023,Cam Gallagher,CLE,56,149,0,6,7,0,2.70%,30.90%,0.042,0.184,0.126,0.154,0.168,0.145,,-17,-1,-21.8,6.9,-1
1237,2022,Franmil Reyes,2 Tms,118,473,14,43,47,2,6.30%,33.20%,0.144,0.307,0.221,0.273,0.365,0.28,,81,-2.7,-12.9,-12.3,-1
1238,2022,Jed Lowrie,OAK,50,184,3,14,16,1,8.20%,21.20%,0.084,0.213,0.18,0.245,0.263,0.23,,50,-0.7,-11,-4.6,-1
1239,2022,Hunter Dozier,KCR,129,500,12,51,41,4,6.80%,25.00%,0.152,0.298,0.236,0.292,0.387,0.298,,89,-8.4,-14.6,-11.1,-1
1240,2023,Tyler Soderstrom,OAK,45,138,3,9,7,0,8.00%,31.20%,0.08,0.213,0.16,0.232,0.24,0.216,,35,-2.1,-12.8,-2.3,-1
1241,2022,Spencer Torkelson,DET,110,404,8,38,28,0,9.20%,24.50%,0.117,0.255,0.203,0.285,0.319,0.272,,75,-3.2,-14.7,-8.1,-1
1242,2022,Cristian Pache,OAK,91,260,3,18,18,2,5.80%,26.90%,0.075,0.22,0.166,0.218,0.241,0.207,,34,-1.7,-21,2.8,-1
1243,2022,Austin Romine,3 Tms,51,136,3,10,9,0,2.90%,33.80%,0.093,0.213,0.155,0.187,0.248,0.193,,16,-0.5,-13.8,-1.2,-1.1
1244,2022,Eddie Rosario,ATL,80,270,5,27,24,3,6.30%,25.20%,0.116,0.267,0.212,0.259,0.328,0.258,,62,1.3,-10.6,-9,-1.1
1245,2022,Leury García,CHW,97,315,3,38,20,2,2.20%,20.60%,0.057,0.255,0.21,0.233,0.267,0.221,,38,2.2,-19.7,-0.9,-1.1
1246,2023,Nick Maton,DET,93,293,8,29,32,1,13.00%,24.90%,0.133,0.206,0.173,0.288,0.305,0.268,,67,-0.6,-12.2,-9.1,-1.1
1247,2022,Jose Barrero,CIN,48,174,2,13,10,4,5.20%,43.70%,0.055,0.264,0.152,0.195,0.206,0.183,,7,0.9,-18,0.9,-1.2
1248,2022,Brad Miller,TEX,81,241,7,20,32,4,7.50%,29.00%,0.108,0.274,0.212,0.27,0.32,0.263,,66,-1.1,-10.3,-8.8,-1.2
1249,2023,Kris Bryant,COL,80,335,10,36,31,0,8.70%,20.30%,0.133,0.27,0.233,0.313,0.367,0.302,,73,-2.2,-13.5,-10,-1.2
1250,2023,Michael Toglia,COL,45,152,4,18,9,1,6.60%,32.90%,0.121,0.218,0.163,0.224,0.284,0.225,,21,-0.3,-15.1,-2.1,-1.2
1251,2022,Riley Adams,WSN,48,155,5,14,10,0,7.70%,29.70%,0.134,0.22,0.176,0.245,0.31,0.249,,56,-1.1,-9,-7.9,-1.2
1252,2022,Kole Calhoun,TEX,125,424,12,36,49,3,6.40%,32.10%,0.134,0.263,0.196,0.257,0.33,0.26,,64,-0.8,-17.9,-7.5,-1.2
1253,2023,Martín Maldonado,HOU,117,407,15,33,36,0,7.40%,34.20%,0.157,0.26,0.191,0.258,0.348,0.266,,66,-2.6,-19,-7.3,-1.2
1254,2023,Jean Segura,MIA,85,326,3,25,21,6,6.70%,14.40%,0.06,0.251,0.219,0.277,0.279,0.25,,52,-2.2,-21.5,-2.2,-1.3
1255,2023,Enrique Hernández,2 Tms,140,508,11,57,61,4,6.70%,19.10%,0.12,0.273,0.237,0.289,0.357,0.282,,72,-3.1,-20,-10,-1.3
1256,2023,Oscar Colás,CHW,75,263,5,32,19,4,4.60%,27.00%,0.098,0.281,0.216,0.257,0.314,0.249,,53,1.4,-13.5,-8.4,-1.3
1257,2022,Yoshi Tsutsugo,PIT,50,193,2,11,19,0,9.80%,25.90%,0.059,0.221,0.171,0.249,0.229,0.221,,36,-0.6,-14.8,-4.3,-1.3
1258,2022,Jonathan Villar,2 Tms,59,220,3,25,18,7,6.80%,26.80%,0.094,0.275,0.208,0.26,0.302,0.25,,58,2.2,-8.4,-11.6,-1.3
1259,2023,Eric Haase,2 Tms,89,293,4,22,26,4,5.80%,27.60%,0.08,0.268,0.201,0.247,0.281,0.233,,42,-2.9,-23.2,-0.6,-1.4
1260,2023,Gavin Sheets,CHW,118,344,10,24,43,1,8.10%,19.20%,0.129,0.222,0.203,0.267,0.331,0.261,,61,-0.3,-16.4,-9.2,-1.4
1261,2022,Robinson Canó,3 Tms,33,104,1,5,4,0,3.80%,24.00%,0.04,0.189,0.15,0.183,0.19,0.169,,6,-1.8,-13.2,-3.7,-1.4
1262,2022,Elias Díaz,COL,105,381,9,29,51,0,6.60%,21.50%,0.14,0.27,0.228,0.281,0.368,0.284,,66,-3.9,-18.9,-7.8,-1.5
1263,2023,Oscar Gonzalez,CLE,54,180,2,15,12,0,2.80%,25.60%,0.098,0.278,0.214,0.239,0.312,0.239,,49,0.6,-10.5,-10.9,-1.5
1264,2022,Miguel Cabrera,DET,112,433,5,25,43,1,6.50%,23.30%,0.063,0.324,0.254,0.305,0.317,0.275,,77,-5.4,-16.6,-11.8,-1.5
1265,2022,Robinson Chirinos,BAL,67,220,4,10,22,1,8.60%,30.50%,0.108,0.248,0.179,0.265,0.287,0.251,,63,-1.2,-10.4,-11.4,-1.5
1266,2023,Harold Castro,COL,99,270,1,24,31,1,3.30%,24.40%,0.062,0.332,0.252,0.275,0.314,0.258,,43,-0.8,-19.7,-5.1,-1.6
1267,2023,Jurickson Profar,2 Tms,125,521,9,55,46,1,9.60%,17.30%,0.126,0.279,0.242,0.321,0.368,0.304,,76,-3,-18.4,-19.1,-2
